"Pos_0","Pos_1","Pos_2","ID","MapID"
"2478.830078125","-5620.1298828125","366.5",189788,609
"2491.9499511719","-5599.3999023438","366.5",189789,609
"2487.5","-5574.9501953125","366.5",189790,609
"2466.2399902344","-5561.5600585938","366.5",189791,609
"2441.8200683594","-5566.6298828125","366.5",189792,609
"2433.4099121094","-5612.2099609375","366.5",189793,609
"2454.25","-5625.66015625","366.5",189794,609
"2510.169921875","-5702.8901367188",364,189795,609
"2491.4499511719","-5658.3198242188",520,189796,609
"2429.5900878906","-5523.7202148438",520,189797,609
"2413.6799316406","-5483.4399414062",364,189798,609
"2370.9499511719","-5680.1401367188",382,189799,609
"2351.1398925781","-5635.16015625",382,189800,609
"2377.8000488281","-5472.4399414062",382,189801,609
"2512.1499023438","-5448.4702148438",382,189802,609
"2586.2099609375","-5551.419921875",382,189803,609
"2537.3798828125","-5704.7299804688",382,189804,609
"2425.2199707031","-5744.5600585938",382,189805,609
"2364.0600585938","-5692.3901367188","382.23999023438",189806,609
"2347.5300292969","-5672.2001953125","382.23999023438",189807,609
"2333.75","-5647.4702148438","382.23999023438",189808,609
"2353.0400390625","-5636.8798828125","382.23999023438",189809,609
"2382.5300292969","-5679.759765625","382.23999023438",189810,609
"1204.9599609375","-4963.3198242188",0,189811,571
"1198.3599853516","-4933.6899414062","346.07998657227",189812,571
"1158.8699951172","-4823.169921875","344.76000976563",189813,571
"1149.3100585938","-4791.830078125",0,189814,571
"1219.4000244141","-5004.419921875",0,189815,571
"1219.4000244141","-5004.419921875","173.61000061035",189816,571
"1128.4300537109","-4743.66015625","173.13000488281",189817,571
"1128.4300537109","-4743.66015625",0,189818,571
"1111.3100585938","-4819.8999023438","172.49000549316",189819,571
1090,"-4809.759765625","172.49000549316",189820,571
"1073.6300048828","-4794.2700195312","172.49000549316",189821,571
"1069.9200439453","-4767.41015625","172.49000549316",189822,571
"1098.5899658203","-4757.3598632812","172.49000549316",189823,571
"1163.5600585938","-4754.0400390625","172.49000549316",189824,571
"1167.6500244141","-4794.5400390625","172.49000549316",189825,571
"1142.3199462891","-5006.3798828125","172.11999511719",189826,571
"1153.1800537109","-4968.25","172.11999511719",189827,571
"1254.25","-4932.1401367188","172.11999511719",189828,571
"1286.3699951172","-4988.7700195312","172.11999511719",189829,571
"1156.1800537109","-5028.9599609375","172.11999511719",189830,571
"2181.3898925781","5312.5297851562",-50,189831,571
"2181.3898925781","5312.5297851562","44.9700012207",189832,571
"2116.8200683594","5332.8100585938","44.9700012207",189833,571
"2116.8200683594","5332.8100585938",-50,189834,571
"2116.8200683594","5332.8100585938",-50,189835,571
"2116.8200683594","5332.8100585938","44.9700012207",189836,571
"2100.2199707031","5284.2700195312","44.9700012207",189837,571
"2100.2199707031","5284.2700195312",-50,189838,571
"2324.4599609375","5188.8798828125",-50,189839,571
"2324.4599609375","5188.8798828125","38.29000091553",189840,571
"2273.2099609375","5209.7099609375","38.29000091553",189841,571
"2273.2099609375","5209.7099609375",-50,189842,571
"2275.6298828125","5190.169921875",-50,189843,571
"2275.6298828125","5190.169921875","39.58000183105",189844,571
"2286.9599609375","5210.3100585938","39.58000183105",189845,571
"2286.9599609375","5210.3100585938",-50,189846,571
"2878.0600585938","6177.6000976562","207.71000671387",189847,571
"2937.5100097656","6113.3198242188","207.71000671387",189848,571
"2905.169921875","6082.3999023438","207.71000671387",189849,571
"2845.5400390625","6145.419921875","207.71000671387",189850,571
"2763.3898925781","6089.5698242188","207.80999755859",189851,571
"2828.6298828125","6147.740234375","207.80999755859",189852,571
"2797.1999511719","6179.5498046875","207.80999755859",189853,571
"2733.9699707031","6120.9301757812","207.80999755859",189854,571
"2741.2700195312","6261.16015625","207.80999755859",189855,571
"2799.1201171875","6196.669921875","207.80999755859",189856,571
"2831.2099609375","6228.1899414062","207.80999755859",189857,571
"2773.3601074219","6292.169921875","207.80999755859",189858,571
"2902.2900390625","6274.6801757812","202.80999755859",189859,571
"2846.6799316406","6224.759765625","202.80999755859",189860,571
"2880.3999023438","6195.169921875","202.80999755859",189861,571
"2931.4799804688","6241.7299804688","202.80999755859",189862,571
"2926.830078125","6120.4702148438","79.05000305176",189863,571
"2781.0400390625","6278.5498046875","79.08000183105",189864,571
"2772.7800292969","6291.580078125","203.89999389648",189865,571
"2935.2299804688","6114.3901367188","192.47999572754",189866,571
"2853.6599121094","6199.4599609375","202.5",189867,571
"2910.8601074219","6255.330078125","200.33999633789",189868,571
"2885.6899414062","6230.2299804688","74.69000244141",189869,571
"2860.1201171875","6206.8100585938","82.69000244141",189870,571
"2826.0400390625","6175.6201171875","80.37000274658",189871,571
"2760.6499023438","6116.419921875","78.86000061035",189872,571
"2747.8000488281","6104.5698242188","203.55000305176",189873,571
"2826.7900390625","6176.2202148438","203.27000427246",189874,571
"2924.919921875","6123.4599609375","191.4940032959",189875,571
"2940.1000976562","6198.4702148438","191.4940032959",189876,571
"2914.9099121094","6257.2001953125","191.4940032959",189877,571
"2860.75","6282.5400390625","191.4940032959",189878,571
"2781.7900390625","6276.0698242188","191.4940032959",189879,571
"3968.2199707031","-3566.9599609375","256.79000854492",189880,571
"3968.2199707031","-3566.9599609375","377.16000366211",189881,571
"3940.7600097656","-3451.5300292969","354.32998657227",189882,571
"3940.7600097656","-3451.5300292969","291.48001098633",189883,571
"4792.5698242188","-1936.7099609375",160,189884,571
"4792.5698242188","-1936.7099609375","295.20001220703",189885,571
"4791.6401367188","-2034.2199707031","295.20001220703",189886,571
"4791.6401367188","-2034.2199707031",160,189887,571
"4790.41015625","-2159.3100585938","295.20001220703",189888,571
"4790.41015625","-2159.3100585938",160,189889,571
"4791.3500976562","-2056.9599609375",160,189890,571
"4791.3500976562","-2056.9599609375","295.20001220703",189891,571
"-208.16999816895","-661.92999267578","120.12000274658",189892,600
"-232.25","-655.88000488281","120.12000274658",189893,600
"-262.42999267578","-661.53997802734","120.12000274658",189894,600
"-261.60998535156","-693.07000732422","120.12000274658",189895,600
"-220.75","-701.13000488281","120.12000274658",189896,600
"-336.98999023438","-570.86999511719","46.54000091553",189897,600
"-327.17001342773","-684.76000976563","46.54000091553",189898,600
"-510.79000854492","-626.05999755859","46.54000091553",189899,600
"-467.16000366211","-575.20001220703","46.54000091553",189900,600
"-336.7200012207","-777.34997558594",0,189901,600
"-336.7200012207","-777.34997558594","126.59999847412",189902,600
"-335.70999145508","-707.35998535156","126.59999847412",189903,600
"-335.70999145508","-707.35998535156",0,189904,600
"-364.89999389648","-637.22998046875",0,189905,600
"-364.89999389648","-637.22998046875","85.5299987793",189906,600
"-365.04000854492","-806.45001220703","87.68000030518",189907,600
"-365.04000854492","-806.45001220703",0,189908,600
"-227.25999450684","-760.09002685547",0,189909,600
"-227.25999450684","-760.09002685547","101.33999633789",189910,600
"-444.85998535156","-740.53002929688","91.18000030518",189911,600
"-444.85998535156","-740.53002929688",0,189912,600
"-287.79000854492","-547.27001953125","6.36000013351",189913,600
"-227.24000549316","-735.28002929688","6.36000013351",189914,600
"-393.95999145508","-846.23999023438","6.36000013351",189915,600
"-499.17999267578","-683.28002929688","6.36000013351",189916,600
"-441.80999755859","-599.64001464844","6.36000013351",189917,600
"1530.7299804688","-3570.5300292969","158.30000305176",189918,571
"1418.8199462891","-3136.5600585938","158.30000305176",189919,571
"1418.8199462891","-3136.5600585938",0,189920,571
"1530.7299804688","-3570.5300292969",0,189921,571
"1579.0500488281","-3461.4499511719","147.19999694824",189922,571
"1535.6500244141","-3238.25","147.19999694824",189923,571
"1447.4799804688","-3239.1899414062","147.19999694824",189924,571
"1467.6099853516",-3591,"147.19999694824",189925,571
"1713.9599609375","-3423.5600585938","133.83999633789",189926,571
"1637.5799560547","-3417.6599121094","133.83999633789",189927,571
"1608.1199951172","-3365.8999023438","133.83999633789",189928,571
"1608.5","-3307.2900390625","133.83999633789",189929,571
"1635.4499511719","-3263.9399414062","133.83999633789",189930,571
"1687.9000244141","-3252.330078125","133.83999633789",189931,571
"1747.5","-3271.5300292969","133.83999633789",189932,571
"1747.5799560547","-3461.0900878906",139,189933,571
"1658.7099609375","-3446.0700683594",139,189934,571
"1625.6700439453","-3548.9399414062",139,189935,571
"1676.4499511719","-3612.4599609375",139,189936,571
"1720.9599609375","-3582.8601074219",139,189937,571
"301.83999633789","-475.67999267578","104.58000183106",189938,575
"293.69000244141","-509.89999389648","104.58000183106",189939,575
"307.10998535156","-528.01000976563","104.58000183106",189940,575
"485.30999755859","-525.92999267578","104.58000183106",189941,575
"496.5299987793","-493.9700012207","104.58000183106",189942,575
"481.85998535156","-273.23999023438","103.43000030518",189943,575
"499.19000244141","-264.26000976563","103.43000030518",189944,575
"490.11999511719","-233.91999816895","103.43000030518",189945,575
"304.61999511719","-229.9700012207","103.43000030518",189946,575
"302.91000366211","-268.57000732422","103.43000030518",189947,575
9000,-1300,10000,189948,631
9000,-1300,-10000,189949,631
-9000,-1300,-10000,189950,631
-9000,-1300,10000,189951,631
"-274.29998779297","2212.6999511719",175,189952,631
"-316.20001220703","2120.5",175,189953,631
"-435.89999389648","2033.8000488281",175,189954,631
"-549.5","2104.6000976562",175,189955,631
"-613.59997558594","2212.3000488281",175,189956,631
"-547.40002441406","2320.6000976562",175,189957,631
"-438.10000610352","2382.3000488281",175,189958,631
"-326.89999389648","2320.5",175,189959,631
"-470.60000610352","2243.3000488281",614,189960,631
"-520.09997558594","2293.3999023438","-163.89999389648",189961,631
"-336.10000610352",2116,"-163.30000305176",189962,631
"-405.70001220703","2179.5",614,189963,631
"-475.60000610352","2173.8000488281",614,189964,631
"-502.20001220703","2148.6999511719",-158,189965,631
"-344.39999389648",2309,-158,189966,631
"-403.89999389648","2243.6999511719",614,189967,631
"2287.7299804688","5169.4799804688","44.16999816895",190575,571
"2297.8000488281","5165.7202148438","44.16999816895",190576,571
"2297.8000488281","5165.7202148438","-72.19000244141",190577,571
"2287.7299804688","5169.4799804688","-72.19000244141",190578,571
"2296.8601074219","5166.1899414062","33.63000106812",190579,571
"2328.3798828125","5159.7700195312","33.63000106812",190580,571
"2328.3798828125","5159.7700195312","-72.19000244141",190581,571
"2296.8601074219","5166.1899414062","-72.19000244141",190582,571
"2327.0200195312","5159.7299804688",45,190583,571
"2337.2099609375","5163.8798828125",45,190584,571
"2337.2099609375","5163.8798828125","-72.19000244141",190585,571
"2327.0200195312","5159.7299804688","-72.19000244141",190586,571
"2335.6101074219","5162.58984375","30.89999961853",190587,571
"2364.8999023438","5187.669921875","30.89999961853",190588,571
"2364.8999023438","5187.669921875","-72.19000244141",190589,571
"2335.6101074219","5162.58984375","-72.19000244141",190590,571
"2364.080078125","5186.9599609375","39.15000152588",190591,571
"2372.4599609375","5196.0600585938","39.15000152588",190592,571
"2372.4599609375","5196.0600585938","-72.19000244141",190593,571
"2364.080078125","5186.9599609375","-72.19000244141",190594,571
"2372.9599609375","5192.8999023438","27.80999946594",190595,571
"2381.7199707031","5230.6098632812","27.80999946594",190596,571
"2381.7199707031","5230.6098632812","-72.19000244141",190597,571
"2372.9599609375","5192.8999023438","-72.19000244141",190598,571
"2381.6201171875","5229.2001953125","40.90000152588",190599,571
"2381.3798828125","5239.990234375","40.90000152588",190600,571
"2381.3798828125","5239.990234375","-72.19000244141",190601,571
"2381.6201171875","5229.2001953125","-72.19000244141",190602,571
"2370.5600585938","5272.83984375",47,190603,571
"2365.4799804688","5281.8100585938",47,190604,571
"2365.4799804688","5281.8100585938","-72.19000244141",190605,571
"2370.5600585938","5272.83984375","-72.19000244141",190606,571
"2366.5700683594","5281.3100585938","33.09999847412",190607,571
"2342.169921875","5301.83984375","33.09999847412",190608,571
"2342.169921875","5301.83984375","-72.19000244141",190609,571
"2366.5700683594","5281.3100585938","-72.19000244141",190610,571
"2341.3898925781","5302.1899414062","50.63000106812",190611,571
"2325.2900390625","5313.2900390625","50.63000106812",190612,571
"2325.2900390625","5313.2900390625","-72.19000244141",190613,571
"2341.3898925781","5302.1899414062","-72.19000244141",190614,571
"2325.2900390625","5313.2900390625","50.63000106812",190615,571
"2314.6101074219","5303.9702148438","50.63000106812",190616,571
"2314.6101074219","5303.9702148438","-72.19000244141",190617,571
"2325.2900390625","5313.2900390625","-72.19000244141",190618,571
"2189.1000976562","5348.6298828125","44.74000167847",190619,571
"2200.3400878906","5343.4301757812","44.74000167847",190620,571
"2200.3400878906","5343.4301757812","-67.63999938965",190621,571
"2189.1000976562","5348.6298828125","-67.63999938965",190622,571
"2122.2299804688","5368.759765625","32.36000061035",190623,571
"2076.0500488281","5340.0200195312","32.36000061035",190624,571
"2076.0500488281","5340.0200195312","-67.63999938965",190625,571
"2122.2299804688","5368.759765625","-67.63999938965",190626,571
"2076.0500488281","5340.0200195312","32.36000061035",190627,571
"2064.6799316406","5300.58984375","32.36000061035",190628,571
"2064.6799316406","5300.58984375","-67.63999938965",190629,571
"2076.0500488281","5340.0200195312","-67.63999938965",190630,571
"2065.1000976562","5302.509765625","64.31999969482",190631,571
"2063.4699707031","5290.3598632812","64.31999969482",190632,571
"2063.4699707031","5290.3598632812","-67.63999938965",190633,571
"2065.1000976562","5302.509765625","-67.63999938965",190634,571
"2062.5900878906","5291.6000976562","51.33000183105",190635,571
"2077.0900878906","5252.009765625","51.33000183105",190636,571
"2077.0900878906","5252.009765625","-67.63999938965",190637,571
"2062.5900878906","5291.6000976562","-67.63999938965",190638,571
"2077.0900878906","5252.009765625","51.33000183105",190639,571
"2109.7600097656","5225.7900390625","51.33000183105",190640,571
"2109.7600097656","5225.7900390625","-67.63999938965",190641,571
"2077.0900878906","5252.009765625","-67.63999938965",190642,571
"2108.5","5228.3100585938","39.75999832153",190643,571
"2190.5500488281","5195.1000976562","39.75999832153",190644,571
"2190.5500488281","5195.1000976562","-67.63999938965",190645,571
"2108.5","5228.3100585938","-67.63999938965",190646,571
"2189.1000976562","5348.6298828125","44.74000167847",190647,571
"2200.3400878906","5343.4301757812","44.74000167847",190648,571
"2200.3400878906","5343.4301757812","-67.63999938965",190649,571
"2189.1000976562","5348.6298828125","-67.63999938965",190650,571
"701.40997314453","-5045.2202148438",25,190651,571
"702.15002441406","-5032.5200195312",25,190652,571
"702.15002441406","-5032.5200195312","-34.18999862671",190653,571
"701.40997314453","-5045.2202148438","-34.18999862671",190654,571
"702.32000732422","-5034.8100585938","15.81000041962",190655,571
"704.03002929688","-4994.7900390625","15.81000041962",190656,571
"704.03002929688","-4994.7900390625","-34.18999862671",190657,571
"702.32000732422","-5034.8100585938","-34.18999862671",190658,571
"703.46002197266","-4995.75","19.43000030518",190659,571
"701.07000732422","-4983.9799804688","19.43000030518",190660,571
"701.07000732422","-4983.9799804688","-34.18999862671",190661,571
"703.46002197266","-4995.75","-34.18999862671",190662,571
"693.52001953125","-4946.7001953125","20.29999923706",190663,571
"690.32000732422","-4934.5400390625","19.36000061035",190664,571
"690.32000732422","-4934.5400390625","-34.59999847412",190665,571
"693.52001953125","-4946.7001953125","-34.59999847412",190666,571
"691.15997314453","-4936.6899414062","15.39999961853",190667,571
"675.84997558594","-4907.3100585938","15.39999961853",190668,571
"675.84997558594","-4907.3100585938","-34.59999847412",190669,571
"691.15997314453","-4936.6899414062","-34.59999847412",190670,571
"676.57000732422","-4907.7202148438","28.37999916077",190671,571
"670.09002685547","-4896.6201171875","28.37999916077",190672,571
"670.09002685547","-4896.6201171875","-34.59999847412",190673,571
"676.57000732422","-4907.7202148438","-34.59999847412",190674,571
"3922.2700195312","-3780.830078125","223.88000488281",190675,571
"3931.1298828125","-3816.6499023438","225.30000305176",190676,571
"3931.1298828125","-3816.6499023438","123.87999725342",190677,571
"3922.2700195312","-3780.830078125","123.87999725342",190678,571
"3930.4299316406","-3816.25","247.05000305176",190679,571
"3972.5100097656","-3865.330078125","246.88000488281",190680,571
"3972.5100097656","-3865.330078125","123.87999725342",190681,571
"3930.4299316406","-3816.25","123.87999725342",190682,571
"3985.0200195312","-3862.9799804688","266.38000488281",190683,571
"4019.3000488281","-3871.8500976562","266.38000488281",190684,571
"4019.3000488281","-3871.8500976562","123.87999725342",190685,571
"3985.0200195312","-3862.9799804688","123.87999725342",190686,571
"4018.8400878906","-3870.2800292969","283.14001464844",190687,571
"4057.419921875","-3866.9499511719","283.60000610352",190688,571
"4057.419921875","-3866.9499511719","123.87999725342",190689,571
"4018.8400878906","-3870.2800292969","123.87999725342",190690,571
"4057.419921875","-3866.9499511719","283.60000610352",190691,571
"4090.5400390625","-3839.4099121094","283.14001464844",190692,571
"4090.5400390625","-3839.4099121094","123.87999725342",190693,571
"4057.419921875","-3866.9499511719","123.87999725342",190694,571
"4097.9301757812","-3813.6101074219","312.85998535156",190695,571
"4108.3901367188","-3773.7199707031","310.55999755859",190696,571
"4108.3901367188","-3773.7199707031","123.87999725342",190697,571
"4097.9301757812","-3813.6101074219","123.87999725342",190698,571
"4108.3901367188","-3773.7199707031","310.55999755859",190699,571
"4085.1398925781","-3743.4899902344","312.85998535156",190700,571
"4085.1398925781","-3743.4899902344","123.87999725342",190701,571
"4108.3901367188","-3773.7199707031","123.87999725342",190702,571
"4070.0700683594","-3716.0900878906","279.63000488281",190703,571
"4032.6398925781","-3689.2399902344","283.54998779297",190704,571
"4032.6398925781","-3689.2399902344","123.87999725342",190705,571
"4070.0700683594","-3716.0900878906","123.87999725342",190706,571
"4032.6398925781","-3689.2399902344","283.54998779297",190707,571
"4005.669921875","-3693.6999511719","279.63000488281",190708,571
"4005.669921875","-3693.6999511719","123.87999725342",190709,571
"4032.6398925781","-3689.2399902344","123.87999725342",190710,571
"4003.3798828125","-3697.0400390625","266.73999023438",190711,571
"3963.3400878906","-3709.25","240.44999694824",190712,571
"3963.3400878906","-3709.25","123.87999725342",190713,571
"4003.3798828125","-3697.0400390625","123.87999725342",190714,571
"3963.3400878906","-3709.25","240.44999694824",190715,571
"3936.9399414062","-3745.7299804688","230.2200012207",190716,571
"3936.9399414062","-3745.7299804688","123.87999725342",190717,571
"3963.3400878906","-3709.25","123.87999725342",190718,571
